epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,114.645,0.73748,1.17754,1.01185,0.93302,0.99924,0.995,0.86908,0.66676,1.11458,0.92986,0.00033425,0.00033425,0.00033425
39,117.813,0.8348,1.7226,1.06934,0.93302,0.99924,0.995,0.86908,0.66676,1.11458,0.92986,0.0003095,0.0003095,0.0003095
40,120.343,0.93236,1.49895,1.10336,0.93302,0.99924,0.995,0.86908,0.66676,1.11458,0.92986,0.00028475,0.00028475,0.00028475
41,122.785,0.71498,1.31949,0.96649,0.93302,0.99924,0.995,0.86908,0.66676,1.11458,0.92986,0.00026,0.00026,0.00026
42,129.218,0.67007,1.2847,0.91613,0.94618,1,0.995,0.88387,0.62442,1.05268,0.91285,0.00023525,0.00023525,0.00023525
43,131.891,0.62241,1.37152,0.89426,0.94618,1,0.995,0.88387,0.62442,1.05268,0.91285,0.0002105,0.0002105,0.0002105
44,135.017,0.6854,1.25693,0.94935,0.94618,1,0.995,0.88387,0.62442,1.05268,0.91285,0.00018575,0.00018575,0.00018575
45,137.494,0.74024,1.3988,0.97497,0.94618,1,0.995,0.88387,0.62442,1.05268,0.91285,0.000161,0.000161,0.000161
46,144.386,0.65386,1.35968,0.93745,0.96012,1,0.995,0.89326,0.60268,1.03597,0.90442,0.00013625,0.00013625,0.00013625
47,147.534,0.62981,1.24054,0.93819,0.96012,1,0.995,0.89326,0.60268,1.03597,0.90442,0.0001115,0.0001115,0.0001115
48,150.534,0.73909,1.28633,0.91803,0.96012,1,0.995,0.89326,0.60268,1.03597,0.90442,8.675e-05,8.675e-05,8.675e-05
49,153.032,0.61201,1.26366,0.90995,0.96012,1,0.995,0.89326,0.60268,1.03597,0.90442,6.2e-05,6.2e-05,6.2e-05
50,159.285,0.6072,1.22944,0.92259,0.96784,0.99876,0.995,0.89106,0.60096,1.03135,0.90344,3.725e-05,3.725e-05,3.725e-05
